1086.1 222.8  0.07  0.07   87.2   64.0   0.7   0.8   0.9    3565504      60209
1086.1 222.9  0.15  0.08  127.7   16.6   0.5   0.6   0.7    3565580      60207
1086.1 222.8  0.11  0.06  113.1   50.8   0.5   0.7   0.9 All
1011.9  53.8  1.26  0.79  139.6   21.7   0.7   0.8   0.9    3565504      60209
1011.8  53.7  0.89  0.67   67.3   52.0   0.5   0.6   0.7    3565580      60207
1011.9  53.8  0.38  0.46  120.4   55.1   0.5   0.7   0.9 All
1020.2  69.8 25.20  1.00   12.4    1.2   0.7   0.8   0.9    3565504      60209
1020.2  69.8 24.30  0.85   13.0    1.0   0.5   0.6   0.7    3565580      60207
1020.2  69.8 24.72  0.67   12.7    0.7   0.5   0.7   0.9 All
