10.87  0.52   75.2    1.4   0.9   0.9   1.1    2886622      59137
11.50  0.43   75.1    1.1   0.8   0.9   1.1    2886765      59136
11.87  0.48   72.3    1.1   0.7   0.8   1.0    2886768      59135
10.55  0.42   73.8    1.2   0.9   1.0   1.1    2886772      59136
11.11  0.22   73.9    0.6   0.7   0.9   1.1 All
