13.70  0.51  150.6    1.1   0.9   0.9   1.1    3565583      60201
13.60  0.44  150.2    0.9   0.5   0.6   0.7    3565623      60207
13.66  0.36  150.4    0.8   0.5   0.8   1.1 All
