1.351643613023793478e+01 3.022442032379422727e+01
1.290234818643990700e+01 2.997373248603852858e+01
1.231416625165810963e+01 2.973825442779010686e+01
1.176674098602038043e+01 2.945230693576691294e+01
1.127741211740975125e+01 2.912254215291099513e+01
1.086155220836128343e+01 2.875561222216443014e+01
1.053453381897566210e+01 2.835816928646924140e+01
1.031172950812822897e+01 2.793686548876749853e+01
1.019334371008230811e+01 2.746344623231372495e+01
1.009853621337779472e+01 2.676931237179477208e+01
1.001421229094047050e+01 2.591358158235502884e+01
9.941867126702726765e+00 2.499407707325639549e+01
9.882995913624661455e+00 2.410862205376079714e+01
9.839093850360072224e+00 2.335503973313014825e+01
9.811656136750313451e+00 2.283115332062635972e+01
9.802177968185718626e+00 2.263478602551134244e+01
9.853165773378453451e+00 2.264626718140324257e+01
9.994291281186407971e+00 2.267828220563919572e+01
1.020767640717825131e+01 2.272718843305955971e+01
1.047586004671580362e+01 2.278934319850470658e+01
1.078121528626714820e+01 2.289115475626850937e+01
1.109929090668937057e+01 2.309820504797367846e+01
1.141022140960394005e+01 2.332338810129189000e+01
1.171636989217914682e+01 2.353686767773585231e+01
1.205961699387432162e+01 2.393799220451670706e+01
1.244293114283716051e+01 2.454775365678343491e+01
1.286152636929499771e+01 2.518341137320247469e+01
1.331011376560427806e+01 2.580576095071106124e+01
1.378340469105838473e+01 2.638851502677717775e+01
1.427611064363447113e+01 2.690928473374947316e+01
1.478294314364946338e+01 2.733586785886410553e+01
1.531865986052852158e+01 2.772086278053726360e+01
1.589705753571138125e+01 2.811036961242985299e+01
1.651140582627301256e+01 2.848448507720877032e+01
1.715497439156905557e+01 2.882332978619626118e+01
1.782103330236391869e+01 2.910704820351796585e+01
1.850285315520049778e+01 2.931580371953028674e+01
1.919370496684473437e+01 2.942976992527123059e+01
1.990233579382309514e+01 2.944309475405069776e+01
2.070090314211063998e+01 2.942784405039630258e+01
2.156245571746013923e+01 2.939872316929613660e+01
2.244301419314554380e+01 2.999251920713924946e+01
2.329859904794233216e+01 3.113654856806686766e+01
2.408523039498771823e+01 3.209202669978238731e+01
2.447472383456591771e+01 3.275038002835306372e+01
2.432431357700484043e+01 3.302645070811397687e+01
2.417733798573541293e+01 3.308743100357606437e+01
2.401893608224626320e+01 3.313593263276810319e+01
2.385269938640802323e+01 3.317267832434601615e+01
2.368230917632693888e+01 3.319812114200803421e+01
2.351154001534719384e+01 3.321270716022091563e+01
2.334423530581852191e+01 3.321687551225450363e+01
2.318426747582497072e+01 3.321106202438220834e+01
2.298246316376008735e+01 3.316786939208564178e+01
2.265433746105890123e+01 3.293846063748774355e+01
2.231504094469372035e+01 3.254088725297187068e+01
2.197417511254902323e+01 3.202311707354665060e+01
2.164134146250927415e+01 3.178532086031817983e+01
2.131822784094982381e+01 3.152979599883005690e+01
2.097241380454691040e+01 3.127042306778512071e+01
2.067230797619377469e+01 3.102300715366753536e+01
2.040739338231872679e+01 3.076706038490736717e+01
2.015794355658908188e+01 3.047794307367188793e+01
1.992369784251317455e+01 3.016523424651333229e+01
1.967105322304548665e+01 2.983851186853561188e+01
1.935939577543767598e+01 2.950735317687184178e+01
1.907246335426955142e+01 2.918133492679196195e+01
1.881453972276218067e+01 2.887003354648076581e+01
1.858866966216994854e+01 2.857997604713228768e+01
1.838804643944621375e+01 2.829857099108187413e+01
1.820642888626011313e+01 2.802244872444010326e+01
1.803840291496403836e+01 2.775085840921238756e+01
1.787853345016211648e+01 2.748304923810147571e+01
1.772136480123883828e+01 2.721827048864039966e+01
1.756142989356791517e+01 2.695577153323509023e+01
1.739326894513581223e+01 2.669480180292256932e+01
1.721088667239921577e+01 2.643440107661848515e+01
1.701715082216008312e+01 2.617483570113259361e+01
1.681989998640666784e+01 2.591719475540087458e+01
1.662690666751586477e+01 2.566256685610102295e+01
1.644585361902151277e+01 2.541204004401459926e+01
1.628434360486854260e+01 2.516670183927357130e+01
1.614993972314730186e+01 2.492763948594141965e+01
1.604721137409378429e+01 2.469492457455382706e+01
1.596161885281614801e+01 2.446386187358153919e+01
1.588742832162203200e+01 2.423532062779185381e+01
1.582146636261212791e+01 2.401122059274688425e+01
1.576053536681188127e+01 2.379348120886815110e+01
1.570140648951008977e+01 2.358402141205767677e+01
1.564082078741336268e+01 2.338475963676497216e+01
