1.365140006460234012e+01 1.385193061208571663e+01 2.360852994138495475e+01 3.015208896757012269e+01
1.320689303326544639e+01 1.364604983823605444e+01 2.306400345648415851e+01 2.982772304673857988e+01
1.276238600192854733e+01 1.342696681992403818e+01 2.251947697158336581e+01 2.950335712590703707e+01
1.231787897059165360e+01 1.318030886903101617e+01 2.197495048668257667e+01 2.917899120507549782e+01
1.187337193925475631e+01 1.291409741037994863e+01 2.143042400178177687e+01 2.885462528424395501e+01
1.142886490791786258e+01 1.262747989379264801e+01 2.088589751688098417e+01 2.853025936341241220e+01
1.098435787658096707e+01 1.234068723734090689e+01 2.034137103198019147e+01 2.820589344258087650e+01
1.053985084524407334e+01 1.205389458088916754e+01 1.979684454707939878e+01 2.788152752174933724e+01
1.028975520425514567e+01 1.185792747962130278e+01 1.934641357319058130e+01 2.738037399227874502e+01
1.023407095361417518e+01 1.175278593353730727e+01 1.899007811031373905e+01 2.670243285416911760e+01
1.017838670297320469e+01 1.164764438745331709e+01 1.863374264743689679e+01 2.602449171605948308e+01
1.012270245233223775e+01 1.154250284136932336e+01 1.827740718456004743e+01 2.534655057794985566e+01
1.006701820169126549e+01 1.143736129528533141e+01 1.792107172168320517e+01 2.466860943984022114e+01
1.001133395105029678e+01 1.133221974920133590e+01 1.756473625880635936e+01 2.399066830173059373e+01
9.955649700409329839e+00 1.122707820311734217e+01 1.725061702322784996e+01 2.331272716362096276e+01
9.899965449768362902e+00 1.112193665703335377e+01 1.707052682893840512e+01 2.263478602551134244e+01
1.014290817558549485e+01 1.143860574187188384e+01 1.715004193295145640e+01 2.269129804027857844e+01
1.038230161342939084e+01 1.175527482671041568e+01 1.722955703696451479e+01 2.274781005504581799e+01
1.061837121739203127e+01 1.207194391154894575e+01 1.730907214097756963e+01 2.280432206981306109e+01
1.085444082135466815e+01 1.238861299638747582e+01 1.738858724499062092e+01 2.286083408458029709e+01
1.109051042531730502e+01 1.270528208122600233e+01 1.746810234900367576e+01 2.291734609934753664e+01
1.132658002927994545e+01 1.302195116606453240e+01 1.754761745301672704e+01 2.300227601959441870e+01
1.156264963324258233e+01 1.333862025090306602e+01 1.762713255702978543e+01 2.312084241710691401e+01
1.190701028978264198e+01 1.375627956131097207e+01 1.774360112969922909e+01 2.325062369886794755e+01
1.235966199890011730e+01 1.427492909728825055e+01 1.789702317102506868e+01 2.339161986487752287e+01
1.281231370801759439e+01 1.479357863326552724e+01 1.805044521235089761e+01 2.353261603088709464e+01
1.326496541713507149e+01 1.531222816924280572e+01 1.820386725367673719e+01 2.384309573275223570e+01
1.371761712625254503e+01 1.583087770522008420e+01 1.835728929500256967e+01 2.431421859196706237e+01
1.417026883537002213e+01 1.634952724119736445e+01 1.851071133632840571e+01 2.478534145118189258e+01
1.462292054448749745e+01 1.686817677717464292e+01 1.866413337765424174e+01 2.525646431039671924e+01
1.507557225360497632e+01 1.738682631315192495e+01 1.881755541898008488e+01 2.572758716961152814e+01
1.574738056536160791e+01 1.803365763432666569e+01 1.929065915843780488e+01 2.583334690765557440e+01
1.641918887711823061e+01 1.868004298358652449e+01 1.995640016341165435e+01 2.593910664569961710e+01
1.709099718887486219e+01 1.932543407925525614e+01 2.062214116838548961e+01 2.604486638374366336e+01
1.776280550063149377e+01 1.997082517492398068e+01 2.128788217335933197e+01 2.615343055899866798e+01
1.843461381238811825e+01 2.061621627059270878e+01 2.195362317833317434e+01 2.627534265606893982e+01
1.910134705586002113e+01 2.126160736626142977e+01 2.261936418330701670e+01 2.639742397200875601e+01
1.976650272550476828e+01 2.190699846193016143e+01 2.328510518828085907e+01 2.652601356447159731e+01
2.050869750650366896e+01 2.251070833773383484e+01 2.389802532945390112e+01 2.658245730164298593e+01
2.132793139885671607e+01 2.307273699367245356e+01 2.445812460682616063e+01 2.660353726604795099e+01
2.214716529120977384e+01 2.363476564961107940e+01 2.501822388419841658e+01 2.663243247400707148e+01
