2.296639918356281740e+01 2.419679430554969812e+01 2.557832316157067254e+01 2.675358835928986068e+01
2.378563307591586806e+01 2.458139924213414318e+01 2.613842243894292494e+01 2.691522305229742784e+01
2.459054861788320778e+01 2.454817858410787679e+01 2.685303320398181270e+01 2.720350025539773853e+01
2.538019204725889111e+01 2.442550339995079867e+01 2.764044081725516122e+01 2.749735668831873170e+01
2.615876797679493393e+01 2.430282821579371699e+01 2.842784843052851329e+01 2.790020350548789807e+01
2.629732351847413696e+01 2.414400383908301961e+01 2.843544259720486167e+01 2.781744465352785056e+01
2.633611754364671853e+01 2.398517946237232223e+01 2.844863348884078391e+01 2.778047577899512888e+01
2.630729309148529538e+01 2.382635508566162130e+01 2.864803205944034659e+01 2.776410107135868799e+01
2.627846863932387222e+01 2.366753070895092392e+01 2.895446461397187576e+01 2.774772636372224710e+01
2.624964418716244197e+01 2.350870633224021944e+01 2.928212111495128767e+01 2.773135165608579911e+01
2.622081973500101171e+01 2.334988195552951851e+01 2.960977761593068180e+01 2.771497694844935467e+01
2.619199528283958145e+01 2.319105757881882468e+01 2.993743411691009015e+01 2.769860224081291378e+01
2.604273715996097138e+01 2.298251729802888832e+01 3.003115049477870357e+01 2.754555521031014109e+01
2.577304536636518861e+01 2.266887891029110946e+01 2.989092674953656825e+01 2.725583585694106858e+01
2.550335357276941650e+01 2.235524052255333061e+01 2.975070300429442227e+01 2.696611650357198897e+01
2.523366177917363373e+01 2.204160213481554820e+01 2.961047925905227629e+01 2.667639715020290581e+01
2.496396998557785096e+01 2.172742760806497841e+01 2.947025551381013386e+01 2.638667779683382975e+01
2.466269777883005787e+01 2.140060987117774616e+01 2.933003176856798788e+01 2.609695844346475013e+01
2.425896168986601964e+01 2.104520901477228989e+01 2.918980802332584190e+01 2.580723909009566697e+01
2.385522560090198141e+01 2.068502853183110091e+01 2.904958427808368882e+01 2.551751973672659446e+01
2.343424158559655268e+01 2.046667908463594188e+01 2.875183366655587491e+01 2.522976224584601468e+01
2.301325757029112751e+01 2.024832963744077929e+01 2.845408305502806101e+01 2.494200475496543490e+01
2.259227355498570233e+01 2.002998019024561671e+01 2.815633244350024711e+01 2.465424726408486222e+01
2.217128953968027005e+01 1.976515746142163010e+01 2.785858183197243321e+01 2.436648977320428600e+01
2.175030552437484133e+01 1.945661333790949499e+01 2.756083122044461575e+01 2.407873228232371332e+01
2.132932150906941970e+01 1.914010310802380843e+01 2.726308060891680185e+01 2.379097479144313354e+01
2.090833749376399098e+01 1.882359287813812188e+01 2.696532999738898795e+01 2.350321730056255731e+01
2.057160465279309491e+01 1.857757816824939923e+01 2.668542401752795357e+01 2.326039711468930449e+01
2.031912298615671730e+01 1.840205897835765114e+01 2.641654001586642408e+01 2.306251423382338928e+01
2.006664131952034680e+01 1.822653978846588885e+01 2.614765601420489460e+01 2.286463135295747051e+01
1.981415965288397629e+01 1.805102059857413721e+01 2.587877201254336157e+01 2.266674847209154464e+01
1.956167798624759868e+01 1.787550140868237847e+01 2.560988801088183209e+01 2.246886559122562232e+01
1.930919631961123173e+01 1.769998221879062328e+01 2.534100400922029550e+01 2.227098271035970356e+01
1.905671465297485767e+01 1.752446302889886098e+01 2.507212000755876247e+01 2.208115088999011988e+01
1.880423298633848717e+01 1.734894383900710935e+01 2.480626143513328330e+01 2.204757848479058069e+01
1.861265000339627917e+01 1.718018617505384071e+01 2.454549971865098712e+01 2.201293204733887876e+01
1.842106702045407474e+01 1.701142851110057208e+01 2.428473800216868383e+01 2.198359272186382185e+01
1.822948403751186675e+01 1.684267084714730345e+01 2.402397628568638766e+01 2.195425339638877205e+01
1.803790105456965875e+01 1.667391318319403837e+01 2.376321456920408437e+01 2.192491407091371869e+01
1.784631807162745787e+01 1.650515551924077329e+01 2.350245285272178464e+01 2.189557474543866178e+01
1.765473508868525343e+01 1.633639785528750821e+01 2.324169113623948490e+01 2.186623541996360842e+01
1.746315210574304544e+01 1.616764019133424313e+01 2.298092941975718873e+01 2.183689609448855506e+01
1.730185921563301576e+01 1.604712280952840686e+01 2.274424751597147321e+01 2.180488691611838092e+01
1.717085641835515730e+01 1.597484570986999231e+01 2.253164542488233835e+01 2.177020788485308600e+01
1.703985362107729884e+01 1.590256861021158130e+01 2.232548764433059318e+01 2.174409394166872289e+01
1.690885082379943682e+01 1.583029151055317030e+01 2.212615739724247277e+01 2.172350629637484687e+01
1.677784802652157836e+01 1.575801441089476107e+01 2.192682715015435235e+01 2.170291865108097085e+01
1.664684522924371635e+01 1.568573731123635007e+01 2.172749690306622838e+01 2.168233100578709838e+01
1.651584243196586144e+01 1.561346021157793729e+01 2.152816665597810797e+01 2.166174336049322591e+01
