    1 0.00e+00 2.82e+23  44.42  45.53   0.00   4.23  45.17  47.23
    2 5.30e+21 6.29e+23  44.22  45.36   0.08   9.44  44.86  46.85
    3 0.00e+00 5.30e+23  44.28  45.59   0.00   7.94  44.95  47.36
