13.62  0.54  150.6    1.2   0.9   0.9   1.1    3565583      60201
13.64  0.43  150.1    0.9   0.5   0.6   0.7    3565623      60207
13.65  0.36  150.3    0.8   0.5   0.8   1.1 All
