    1 0.00e+00 2.82e+23  44.43  45.53   0.00   4.24  45.18  47.24
    2 6.67e+21 6.67e+23  44.30  45.37   0.10  10.00  44.98  46.87
    3 0.00e+00 4.89e+23  44.29  45.58   0.00   7.33  44.96  47.33
