W0116-0505	       3.173000e+00	   1.713000e+01        1.840000e-01        1.556400e+01        1.560000e-01	   1.021300e+01        5.900000e-02        7.014000e+00        8.400000e-02        1.680000e+01        4.000000e-02        1.572500e+01        2.100000e-02        -99.00	       -99.0		   -99.00	       -99.0		   -99.00	       -99.0               -99.00	       -99.0		   2.151500e+01        7.778000e-02        2.357138e+01        6.853696e-01 	   2.146415e+01        5.391980e-02 	   2.138256e+01        5.434762e-02	   2.173965e+01        9.404503e-02	   2.136798e+01        2.571855e-01 
W0204-0506             2.100000e+00        1.734300e+01        1.150000e-01        1.610300e+01        1.580000e-01        1.024500e+01        5.600000e-02        7.062000e+00        9.000000e-02        1.718200e+01        5.600000e-02        1.634000e+01        3.300000e-02        2.076800e+01        2.165000e-01       -9.900000e+01       -9.900000e+01       -9.900000e+01       -9.900000e+01       -9.900000e+01       -9.900000e+01        2.235700e+01        1.661000e-01        2.300400e+01        6.000000e-01        2.266000e+01        1.660000e-01        2.248800e+01        2.340000e-01        2.179700e+01        1.750000e-01        2.202600e+01        6.670000e-01
W0220+0137             3.122000e+00        1.787500e+01        2.250000e-01        1.657500e+01        2.530000e-01        1.051200e+01        7.500000e-02        7.076000e+00        9.200000e-02        1.772200e+01        9.100000e-02        1.680600e+01        5.100000e-02        2.078980e+01        1.495000e-01       -9.900000e+01       -9.900000e+01        1.860420e+01        1.170000e-01       -9.900000e+01       -9.900000e+01        2.180300e+01        4.720000e-02        2.347000e+01        5.870000e-01        2.177900e+01        5.900000e-02        2.184100e+01        8.600000e-02        2.206000e+01        1.320000e-01        2.160700e+01        2.730000e-01
