W0019-1046 1.641 17.223 0.057 15.012 0.03 9.638 0.042 7.156 0.101 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 20.436 0.1481 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 22.30112 0.383742 22.0817 0.1355587 21.98974 0.1762975 21.77306 0.2220604 21.21562 0.516012
W0116-0505 3.1904 17.065 0.058 15.742 0.054 10.213 0.059 7.014 0.084 -99.0 -99.0 21.167114 0.359677 20.71068 0.405489 19.540354 0.253402 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 21.515 0.0778 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 16.80030059814453 0.039799999445676804 15.725000381469727 0.020999999716877937 23.57158 0.6852992 21.4612 0.0539205 21.38975 0.05434495 21.74447 0.09403163 21.37522 0.2567134
W0204-0506 2.099307 17.565 0.089 16.256 0.079 10.309 0.048 7.093 0.07 -99.0 -99.0 -99.0 -99.0 20.11075 0.243643 20.290188 0.283732 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 22.357 0.1661 -99.0 -99.0 20.768 0.2165 -99.0 -99.0 -99.0 -99.0 17.181800842285156 0.05649999901652336 16.339799880981445 0.0333000011742115 23.00033 0.600696 22.65626 0.1662882 22.48925 0.2340006 21.79878 0.1752908 22.03948 0.6588346
W0220+0137 3.1356 17.887 0.107 16.887 0.151 10.529 0.059 7.099 0.073 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 21.803 0.0472 -99.0 -99.0 20.7898 0.1495 -99.0 -99.0 -99.0 -99.0 17.722400665283203 0.0908999964594841 16.80579948425293 0.05079999938607216 23.46645 0.5877249 21.77853 0.05916739 21.84585 0.08617316 22.06462 0.1318762 21.62065 0.2711797
W0831+0140 3.9136 17.351 0.068 16.09 0.067 10.054 0.049 7.113 0.084 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 22.009 0.0423 -99.0 -99.0 -99.0 -99.0 20.1148 0.234 18.89852464857454 0.18027747034567362 -99.0 -99.0 -99.0 -99.0 26.25483 0.5037822 23.38177 0.3257467 21.7997 0.1305126 21.66239 0.1698755 21.45549 0.6501953
