W0116-0505          1        3.173         1.469846e+02         1.308278e+01         10         10         2.277480e+00         1.535245e+01         1.980855e-01         2.655476e-02
W0204-0506          2        2.100         1.890502e+01         4.006479e+00         11         11         2.364220e+00         7.437224e+00         1.749219e-01         4.491294e-02
W0220+0137          3        3.122         2.371071e+02         2.065610e+01         12         12         3.195090e+00         2.619698e+01         1.032977e-01         2.240059e-03
