        3564862     0.1710     0.0086      66.15       1.43
        3564862     0.1428     0.0068      71.06       1.37
        3565005     0.1531     0.0063      72.79       1.17
All                 0.1479     0.0046      71.95       0.90
        3564862     0.1431     0.0080      69.35       1.59
All                 0.1516     0.0037      69.85       0.69
Best2               0.1482     0.0050      71.15       1.00
Best3               0.1464     0.0040      71.10       0.81
