        2886768     0.1152     0.0044      71.63       1.06
        2886765     0.1114     0.0046      74.72       1.14
        2886772     0.1023     0.0043      74.03       1.21
        2886622     0.1058     0.0049      77.29       1.39
All                 0.1085     0.0022      74.32       0.57
