        3564862     0.1706     0.0088      66.22       1.42
        3564862     0.1428     0.0069      71.61       1.35
        3565005     0.1511     0.0067      72.69       1.21
All                 0.1469     0.0046      72.16       0.92
        3564862     0.1456     0.0081      69.81       1.58
All                 0.1516     0.0038      70.09       0.69
