 7.09  1.08  167.0    4.5   1.1   1.2   1.5    3565057      60201
 5.29  0.87  161.8    4.8   0.7   0.8   1.0    3565577      60202
 6.30  0.80  164.7    3.6   0.7   1.0   1.5 All
