 7.66  0.61  131.8    2.2   0.7   0.8   0.9    3565626      60290
 7.14  0.52  131.4    2.1   0.6   0.6   0.7    3565639      60291
 7.40  0.41  131.7    1.6   0.6   0.7   0.9 All
