 7.16  1.16  166.6    4.4   1.1   1.2   1.5    3565057      60201
 5.39  0.87  161.7    4.7   0.7   0.8   1.0    3565577      60202
 6.36  0.76  164.5    3.6   0.7   1.0   1.5 All
