25.73  0.96   12.9    1.1   0.6   0.7   0.8    3565504      60209
24.53  0.83   13.5    1.0   0.5   0.6   0.7    3565580      60207
25.13  0.67   13.1    0.8   0.5   0.7   0.8 All
