        3564862     0.1706     0.0087      66.22       1.45
        3564862     0.1428     0.0067      71.61       1.35
        3565005     0.1511     0.0063      72.69       1.25
All                 0.1469     0.0047      72.16       0.91
        3564862     0.1456     0.0077      69.81       1.55
All                 0.1516     0.0039      70.09       0.69
