        2886768     0.1152     0.0045      71.63       1.07
        2886765     0.1114     0.0044      74.72       1.13
        2886772     0.1023     0.0044      74.03       1.16
        2886622     0.1058     0.0048      77.29       1.39
All                 0.1085     0.0023      74.32       0.60
