      1000        0.000000E+00        7.026089E+00        3.993036E-03        6.407919E-01
      1001        0.000000E+00        1.000000E+01        3.886756E-03        1.018860E+00
      1002        0.000000E+00        3.577921E+00        3.978646E-03        5.011460E-01
      1003        0.000000E+00        5.871771E+00        4.451118E-03        5.483380E-01
      1004        0.000000E+00        5.513085E+00        4.136654E-03        5.241456E-01
      1005        0.000000E+00        3.362037E+00        4.305979E-03        4.483072E-01
      1006        0.000000E+00        2.845887E+00        3.883215E-03        3.434001E-01
      1007        0.000000E+00        3.162278E+00        3.615405E-03        3.906039E-01
      1008        0.000000E+00        3.162278E+00        2.187294E-03        3.724914E-01
      1009        0.000000E+00        6.309573E+00        3.279980E-03        6.795746E-01
      1010        0.000000E+00        8.609265E+00        3.888927E-03        8.479329E-01
      1011        0.000000E+00        5.011872E+00        3.507177E-03        4.926550E-01
      1012        0.000000E+00        1.100317E+01        3.738656E-03        1.337072E+00
      1013        0.000000E+00        2.511886E+00        3.931798E-03        3.443971E-01
      1014        1.000000E-02        2.511886E+00        4.974906E-03        3.524610E-01
      1015        0.000000E+00        5.011872E+00        4.222492E-03        5.508588E-01
      1016        0.000000E+00        4.164510E+00        4.275815E-03        4.391750E-01
      1017        0.000000E+00        4.029024E+00        4.258188E-03        4.596309E-01
      1018        0.000000E+00        5.011872E+00        3.870628E-03        5.885914E-01
      1019        0.000000E+00        3.493008E+00        3.601282E-03        4.027450E-01
      1020        0.000000E+00        4.110048E+00        3.955887E-03        3.706515E-01
      1021        0.000000E+00        5.805845E+00        4.004210E-03        6.053357E-01
      1022        1.584893E-02        2.453326E+00        5.879398E-03        3.142857E-01
      1023        0.000000E+00        2.804004E+00        4.199582E-03        3.535271E-01
      1024        0.000000E+00        2.740318E+00        4.209457E-03        3.936871E-01
      1025        0.000000E+00        6.975852E+00        3.755237E-03        6.869287E-01
      1026        0.000000E+00        6.309573E+00        4.080613E-03        6.334146E-01
      1027        0.000000E+00        3.981072E+00        4.164072E-03        4.340639E-01
      1028        0.000000E+00        3.893307E+00        4.569214E-03        4.025699E-01
      1029        0.000000E+00        6.936310E+00        3.695912E-03        8.377741E-01
      1030        0.000000E+00        4.752475E+00        4.327757E-03        4.707917E-01
      1031        0.000000E+00        3.162278E+00        3.604898E-03        3.968997E-01
      1032        1.000000E-02        5.011872E+00        4.844329E-03        5.523675E-01
      1033        0.000000E+00        3.435580E+00        2.591241E-03        4.616677E-01
      1034        0.000000E+00        2.851997E+00        4.284629E-03        3.354367E-01
      1035        0.000000E+00        6.162769E+00        3.871621E-03        5.431287E-01
      1036        1.584893E-02        2.814483E+00        4.569070E-03        3.808864E-01
      1037        0.000000E+00        4.474602E+00        3.683833E-03        4.153790E-01
      1038        0.000000E+00        4.582787E+00        2.860285E-03        5.064886E-01
      1039        0.000000E+00        3.981072E+00        3.232033E-03        4.238486E-01
      1040        0.000000E+00        3.162278E+00        3.660546E-03        3.201529E-01
      1041        0.000000E+00        5.011872E+00        3.957998E-03        5.517496E-01
      1042        0.000000E+00        7.943282E+00        3.848458E-03        7.097544E-01
      1043        0.000000E+00        3.981072E+00        3.791806E-03        4.268204E-01
