         0        5.011872E-02        4.946076E+00        6.645941E-04        7.689723E-02
         0        1.000000E-01        4.643931E+00        1.461307E-03        7.888503E-02
         0        6.309573E-02        5.011872E+00        1.131544E-03        7.335192E-02
         0        6.309573E-02        5.701133E+00        1.002254E-03        9.050634E-02
         0        1.995262E-02        5.319814E+00        7.253799E-04        8.703327E-02
         0        6.309573E-02        5.362946E+00        8.070806E-04        8.386775E-02
         0        1.000000E-01        4.933271E+00        1.155668E-03        7.677508E-02
         0        3.162278E-02        5.461496E+00        6.294514E-04        7.116722E-02
         0        5.011872E-02        5.011872E+00        5.026009E-04        7.528120E-02
         0        3.981072E-02        5.791182E+00        9.367988E-04        9.085316E-02
         0        1.000000E-01        4.947485E+00        1.389868E-03        7.504633E-02
         0        3.981072E-02        5.011872E+00        5.917290E-04        8.405658E-02
         0        0.000000E+00        4.990003E+00        4.698712E-04        8.421778E-02
         0        1.995262E-02        5.011872E+00        5.228157E-04        7.669919E-02
         0        0.000000E+00        4.631766E+00        3.821014E-04        8.132773E-02
         0        6.309573E-02        5.487206E+00        1.212763E-03        8.996221E-02
         0        3.981072E-02        4.730673E+00        6.596522E-04        8.338859E-02
         0        1.258925E-02        5.011872E+00        5.855029E-04        8.488690E-02
         0        0.000000E+00        5.011872E+00        3.870178E-04        8.207007E-02
         0        5.011872E-02        4.602458E+00        8.006286E-04        6.666622E-02
         0        3.981072E-02        4.847011E+00        6.270227E-04        7.886480E-02
         0        3.981072E-02        4.810477E+00        5.473648E-04        8.178032E-02
         0        6.309573E-02        5.011872E+00        4.905437E-04        8.803299E-02
         0        6.309573E-02        4.469109E+00        7.749964E-04        7.706503E-02
         0        3.162278E-02        5.011872E+00        7.087683E-04        8.202614E-02
         0        3.981072E-02        5.272650E+00        8.917340E-04        7.925086E-02
         0        1.000000E-02        5.011872E+00        6.988210E-04        8.799048E-02
         0        5.011872E-02        5.011872E+00        8.583146E-04        8.315584E-02
         0        0.000000E+00        5.011872E+00        3.421724E-04        8.618277E-02
         0        3.162278E-02        4.621927E+00        6.905160E-04        8.055622E-02
         0        5.011872E-02        5.105945E+00        9.925741E-04        7.773341E-02
         0        0.000000E+00        4.344205E+00        4.213426E-04        7.070611E-02
