         1      W0019-1046        3.162278e-02         2.511886e-02         3.162278e-02         3.147295e-02        5.011872e+00         5.011872e+00         4.354990e-01         5.763070e-01        4.438911e+01         4.437811e+01         1.949004e-01         1.772765e-01        4.649740e+01         4.650137e+01         3.781780e-02         4.087952e-02
         2      W0116-0505        0.000000e+00         2.524200e-02         0.000000e+00         5.011872e-02        4.253576e+00         5.011872e+00         2.725040e-01         9.775330e-01        4.515145e+01         4.437753e+01         8.625207e-01         0.000000e+00        4.723705e+01         4.650253e+01         7.539703e-01         0.000000e+00
         3      W0204-0506        1.000000e-01         3.162278e-02         9.000000e-02         0.000000e+00        9.690195e+00         5.011872e+00         4.790373e+00         0.000000e+00        4.492264e+01         4.438872e+01         6.358256e-01         0.000000e+00        4.683913e+01         4.649960e+01         3.567400e-01         0.000000e+00
         4      W0220+0137        0.000000e+00         3.162278e-02         0.000000e+00         5.011872e-02        7.565830e+00         5.011872e+00         2.624583e+00         0.000000e+00        4.500938e+01         4.439316e+01         7.149828e-01         0.000000e+00        4.733437e+01         4.650126e+01         8.506128e-01         0.000000e+00
         5      W0831+0140        3.162278e-02         3.162278e-02         3.162278e-02         3.147295e-02        3.162278e+00         5.011872e+00         0.000000e+00         2.094920e+00        4.509559e+01         4.437562e+01         8.099414e-01         0.000000e+00        4.750951e+01         4.650369e+01         1.022955e+00         0.000000e+00
