W0019-1046          1        1.641         3.709099e+01         5.081521e+00         10         10         2.157496e+00         9.448786e+00         2.110905e-01         5.070934e-02
W0116-0505          2        3.173         2.003567e+02         2.402249e+01         15         15         4.400507e+00         2.936152e+01         4.256902e-02         2.066601e-04
W0204-0506          3        2.099         3.192441e+01         1.783592e+01         15         15         2.206539e+00         3.159577e+00         1.607742e-01         9.742952e-02
W0220+0137          4        3.122         2.735200e+02         6.049306e+00         13         13         3.911534e+00         1.326453e+02         6.534271e-02         1.081806e-05
W0831+0140          5        3.888         5.271886e+01         5.716598e+00         12         12         3.120476e+00         2.055517e+01         1.074301e-01         3.871944e-03
